Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender_Male,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Activity_Score,Heart_Rate_Zone_Cardio,Heart_Rate_Zone_Peak,BMI_Category_Normal,BMI_Category_Overweight,BMI_Category_Obese
1.4223425629434225,0.6814925009182591,-0.0985447095312317,0.010081429295173942,0.9229704393447845,-0.3035548836794756,1.2645982622543077,1.4956900391872145,-1.978320705376511,1.4559668595810233,0.7432950889940225,3,0.7942782996420856,True,False,False,True,6.76,False,True,False,False,True
0.6009648469104533,0.04931563343962506,-1.5086035679707506,-0.07672592206947153,0.5044940938263893,0.5157485887758075,0.12709831540423042,-0.08228363903984241,1.4263011193837272,-0.8778976451509954,0.7432950889940225,2,1.0646518616706466,False,True,False,False,5.2,False,True,False,False,True
-0.5489639555357039,-0.27149053811669743,-0.4902277257644319,-1.1184141384452173,-1.518141576179187,-1.1228583561347587,-0.42706832536888417,-0.8382431220974558,1.3463804192719846,-0.5444884301892788,0.7432950889940225,2,-0.030361064545025216,False,False,False,False,4.44,False,True,True,False,False
-1.1239283567587823,-0.9744334728504025,-0.17688131277787175,0.8781549429416287,1.4111928424495788,-0.8497571986496644,-1.943734921168988,-1.3703505252205332,0.6111099782439522,-0.8778976451509954,-0.35250206493201386,1,-0.9766685316449888,True,False,True,False,1.77,False,True,False,False,False
-0.056137325915922236,-1.3093928578577387,0.5281481164418886,0.7045402402123377,0.9927164969311837,0.788849746260902,-1.7979015946497472,-1.2822775757380929,0.675046538333346,0.2890346072150136,-0.35250206493201386,1,-1.5805028201754416,True,False,True,False,1.92,False,True,False,False,False
1.4223425629434225,-0.7479820576341754,-0.3335545192711518,-1.0316067870805719,0.8532243817583852,1.608153218716185,0.9729316092158267,0.7727579121855164,-1.5147806447284033,0.12232999973415573,1.8390922429200587,3,-0.6552244078999218,False,True,False,False,7.95,False,True,True,False,False
-0.2204128691225161,-0.16770030614259313,-0.020208106284591666,-0.5107626788926989,1.7599231303815748,1.471602639973638,0.681264956177345,1.759908887634536,-0.5877005234321881,-0.5444884301892788,-0.35250206493201386,2,-0.1730582222823212,True,False,False,False,4.47,False,True,True,False,False
0.10813821729067163,-0.19600673304462127,-1.6652767744640307,0.7913475915769832,-0.19296648203760253,0.2426474312907132,0.0395983194926859,-0.03824716429862222,0.8988244986462259,-1.2113068601127126,-0.35250206493201386,2,0.8498550873924011,False,False,False,False,3.81,False,True,False,False,True
-0.8775150419488915,2.2572169317978408,1.7031971651414874,0.4441181861184013,-1.1694112882471912,-1.3959595136198533,-0.6604016477996695,-0.6841154605031851,0.6270941182663003,-0.04437460774670292,0.7432950889940225,2,1.1157224233871532,True,False,True,False,4.12,False,True,False,False,True
-0.8775150419488915,1.3183871062138983,0.9198311326750888,-0.9447994357159263,-0.5416967699695985,0.2426474312907132,-0.5145683212804286,-0.35751160617246863,0.7549672384450887,0.12232999973415573,-0.35250206493201386,1,0.7747513201622452,True,False,False,False,3.24,False,True,False,False,True
0.19027598889396857,2.2147572914447977,-0.41189112251779186,0.7045402402123377,0.1557638058943934,-1.1228583561347587,-1.2729016191804807,-1.1464984452859972,-0.7155736436109765,0.6224438221767309,-1.4482992188580501,1,2.763499076416772,True,True,False,False,1.64,False,True,False,False,True
1.1759292481335317,-1.0451995401054734,-0.17688131277787175,-0.4239553275280534,0.5742401514127885,1.3350520612310908,-0.31040166415349213,-0.1483383511516727,-0.22006530291817167,1.4559668595810233,-0.35250206493201386,2,-1.0547764495643508,True,True,False,False,3.4499999999999997,False,True,False,False,False
1.5044803345467195,1.823185052633405,-0.8819107419976303,1.312191699764856,1.480938900035978,-0.1670043049369284,-0.047901676418858605,0.3947781706567097,-0.4598274032533997,0.12232999973415573,-0.35250206493201386,2,2.7770177545181993,True,False,False,False,3.7199999999999998,False,True,False,False,True
0.19027598889396857,0.9739922455725528,2.1732167846213275,-0.07672592206947153,-0.5416967699695985,0.9254003250034492,-0.22290166824194763,-0.40888749337055885,0.41930029797576984,1.7893760745427407,-0.35250206493201386,1,-0.1940872771067649,True,True,False,False,3.54,False,True,True,False,False
-1.534617214775267,2.0685074191176516,0.6848213229351687,1.3989990511295016,1.2019546696903811,-1.1228583561347587,0.27293164192347125,1.0626647042318826,0.2274906177075869,1.1225576446193062,-0.35250206493201386,2,1.6549674720996714,True,False,False,True,4.050000000000001,False,True,False,False,True
0.0260004456873747,-1.4792314192699092,0.21480170345532845,0.09688878065981942,-0.8904270579015944,-1.3959595136198533,-0.3687349947611885,-0.6070516297060498,0.19552233766288996,-0.8778976451509954,-1.4482992188580501,1,-1.6571086627502005,False,False,True,False,2.26,False,True,False,False,False
-1.616754986378564,-0.46491778861389127,-1.5086035679707506,-1.2052214898098628,1.6204310152087764,-0.57665604116457,0.21459831131577492,0.7544093810433413,0.7709513784674376,-0.5444884301892788,-0.35250206493201386,2,0.36468475108559434,False,True,False,False,3.99,False,True,False,True,False
0.19027598889396857,-1.4179008276488478,0.37147490994860854,0.1836961320244649,1.480938900035978,-0.57665604116457,-0.19373500293809945,-0.0786139328114074,1.1066183189367564,-1.7114206825552878,-0.35250206493201386,1,-1.6420879093041696,False,False,False,False,3.57,False,True,False,False,False
0.6831026185137502,-0.33282112973775885,0.21480170345532845,1.659421105223438,0.1557638058943934,-0.8497571986496644,-0.3687349947611885,-0.5997122172491797,1.250475579137893,-0.21107921522756157,-0.35250206493201386,2,-0.4659629144799294,False,False,True,False,3.3899999999999997,False,True,True,False,False
1.3402047913401256,0.06346884689063914,-0.41189112251779186,0.7045402402123377,1.6204310152087764,-1.5325100923624004,0.3312649725311676,0.457163176540105,0.03568093743940458,-0.7111930376701368,-1.4482992188580501,1,0.30760588799067606,False,True,False,False,2.74,False,True,False,True,False
-1.616754986378564,0.7145166656372924,0.37147490994860854,-0.4239553275280534,-1.1694112882471912,1.3350520612310908,0.7104316214811931,0.5232178886519353,0.6270941182663003,1.7893760745427407,0.7432950889940225,2,0.5254068129581279,True,False,True,False,6.0,False,True,False,True,False
-0.056137325915922236,-0.09221650107051697,0.37147490994860854,1.485806402494147,-0.12322042445120335,1.3350520612310908,-0.39790166006503597,-0.11164128886732254,0.11560163755114727,0.7891484296575896,-1.4482992188580501,1,-0.294726325195174,True,False,False,False,2.24,False,True,True,False,False
0.929515933323641,-0.13467614142355985,-0.3335545192711518,0.6177328888476923,1.2019546696903811,1.0619509037459964,-0.2520683335457958,-0.21072335703506798,1.2984279992049395,-0.21107921522756157,-1.4482992188580501,1,0.037232325962114926,False,False,False,True,2.34,False,True,False,True,False
-0.7953772703455947,2.2194750292618033,0.4498115131952486,1.485806402494147,1.6901770727951755,0.37919801003326037,-1.389568280395873,-0.6767760480463151,0.4992209980875125,1.2892622521001649,-1.4482992188580501,1,1.9899302739461662,True,False,False,True,1.56,False,True,False,False,True
0.0260004456873747,-0.4507645751628772,-0.25521791602451177,0.8781549429416287,0.2952559210671918,-0.57665604116457,-0.018735011115010438,0.07184402255442827,0.3074113178193296,-1.2113068601127126,0.7432950889940225,2,-0.3608176403577108,False,True,False,False,5.0,False,True,True,False,False
